 8.274e-07 7.531e-07 9.218e-07 6.625e-07 4.040e-07 5.840e-07 4.869e-07
 2.393e-07 4.341e-07 5.396e-07 5.459e-07 2.843e-07 8.567e-08 3.420e-07
 1.784e-07 3.998e-07 4.612e-07 5.350e-07 3.835e-07 1.843e-07 3.398e-07
 2.674e-07 2.348e-07 1.073e-07 1.926e-07 9.237e-08 0.000e+00 2.881e-07
 5.622e-07 2.210e-07 3.968e-07 1.385e-07 2.306e-07 0.000e+00 2.165e-07
 1.118e-07 2.022e-07 1.106e-07 2.863e-07 1.787e-07 1.833e-07 2.444e-07
 0.000e+00 0.000e+00 1.485e-07 2.896e-07 1.799e-07 6.885e-08 1.109e-07
 0.000e+00 2.925e-07 2.128e-08 2.714e-07 6.845e-08 9.907e-08 0.000e+00
 0.000e+00 4.296e-08 0.000e+00 0.000e+00 8.921e-08 0.000e+00 0.000e+00
 2.598e-07 0.000e+00 2.326e-08 1.164e-07 1.285e-07 7.003e-08 0.000e+00
 1.564e-08 7.752e-09 3.456e-08 0.000e+00 0.000e+00 0.000e+00 6.727e-08
 1.592e-07 0.000e+00 3.578e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.025e-08 1.010e-07 0.000e+00 3.797e-08 0.000e+00 3.260e-07
 0.000e+00 0.000e+00 3.206e-08 0.000e+00 1.165e-07 0.000e+00 0.000e+00
 3.258e-08 0.000e+00 6.832e-09 4.756e-08 2.021e-07 7.279e-08 9.092e-08
 3.232e-08 0.000e+00 0.000e+00 2.365e-08]|
